x1_id,x2_session,x3_trial,x4_index_forests,x5_order_trials_in_forest_0x28not_days0x29,x6_continuous_energy_trial_start,x7_weather_type,x8_side_options_on_screen,x9_button_pressed,x10_RT,x11_choice,x12_continuous_energy_trial_end,x13_gain_magnitude,x14_p_foraging_gain,x15_not_used_set_to_NaN,x16_horizon_correct_maximum,x17_horizon_correct_adjusted,x18_win_magnitude_high_low,x19_wait_when_safe,x20_energy_change_in_trial,x21_optimal_policy_binary,x22_optimal_policy,x23_pseudo0x2Doptimal_horizon0x2D1_binary,x24_pseudo0x2Doptimal_horizon0x2D1,x25_expected_energy_wO_boundaries,x26_logRT,x27_indifferent_optimal,empty,empty1,empty2,empty3,empty4,empty5,empty6,empty7,empty8,x37_binary_energy,x38_foraging_outcome_win,x39_foraging_outcome_loss,x40_expected_energy_w_boundaries,x41_expected_energy_change,empty9,empty10,empty11,empty12,empty13,empty14,empty15,empty16,empty17,empty18,empty19,x53_fatal_foraging_possible,x54_oneIfNrg1_else_pGain,x55_oneIfNrg1_else_EVenergy,x56_rule0x26PGain3WWS,x57_weather_1_gain_magnitude,x58_weather_2_gain_magnitude,x59_weather_1_p_gain,x60_weather_2_p_gain,weather_dynamic,p_delta,p_delta_dynamic,BNW_conditions,p_delta_BNW_conditions_fit,p_delta_BNW_conditions_uncertain,p_delta_BNW_conditions_uncertain_fit
335,1,1,1166,1,3,1,2,2.0,1173,0,2,2,0.5,,3,3,1,0,0,1,0.15,2,0.0,0.0,7.06731984865348,0,0,0,0,0,0,0,0,0,0,0,5,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,2,3,0.5,0.7,0.0,-0.19999999999999996,-0.19999999999999996,0.5,0.41935343885457677,0.23712890836262868,6.835884294578037
335,1,2,1166,2,2,2,1,2.0,956,1,0,3,0.7,,3,2,1,0,-1,1,0.1,0,-0.3,1.5,6.8627579130514,0,0,0,0,0,0,0,0,0,0,0,5,0,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0.7,1.5,0.7,2,3,0.5,0.7,1.0,0.19999999999999996,0.19999999999999996,0.5,0.7068165407417992,0.21701711716539085,6.877187999574995
335,1,3,1166,3,0,0,0,2.0,776,0,0,0,3.0,,3,1,1,0,-2,0,0.0,0,0.0,4.0,6.65415252018322,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,3.0,2,3,0.5,0.7,-1.0,2.5,2.5,0.5,,,
335,1,4,728,1,3,2,1,2.0,917,1,1,3,0.4,,4,4,1,0,0,1,0.20475,2,0.0,2.2204460492503086e-16,6.82110747225646,0,0,0,0,0,0,0,0,0,0,0,5,1,2.6,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.4,0.4,1,3,0.1,0.4,1.0,0.30000000000000004,0.30000000000000004,0.5,0.778682316213605,0.2109433004074592,6.889661833114479
335,1,5,728,2,1,1,2,25.0,654,1,0,1,0.1,,4,3,1,0,-2,1,0.0325,1,0.1,-1.7,6.4831073514572,0,0,0,0,0,0,0,0,0,0,1,2,0,0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1,3,0.1,0.4,1.0,-0.30000000000000004,0.1,1.0,0.7331893091767521,0.22510682975988858,6.860574108786431
335,1,6,728,3,0,0,0,2.0,742,0,0,0,3.0,,4,2,1,0,-1,0,0.0,0,0.0,4.0,6.60934924316738,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,3.0,1,3,0.1,0.4,-1.0,2.9,2.9,0.5,,,
335,1,7,728,4,0,0,0,2.0,793,0,0,0,3.0,,4,1,1,0,0,0,0.0,0,0.0,4.0,6.67582322163485,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,3.0,1,3,0.1,0.4,-1.0,2.9,2.9,0.5,,,
335,1,8,755,1,3,1,1,25.0,1175,0,2,0,0.1,,4,4,2,0,0,0,-0.1143625,2,0.0,-1.8,7.06902342657826,0,0,0,0,0,0,0,0,0,0,0,3,1,1.2,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1.8,0.1,0,4,0.1,0.6,0.0,-0.5,-0.5,0.5,0.2037561124391598,0.24651244556368512,6.816613268512807
335,1,9,755,2,2,1,1,25.0,1503,0,1,0,0.1,,4,3,2,0,-1,0,-0.27,0,-0.9,-1.8,7.31521838975297,0,0,0,0,0,0,0,0,0,0,0,2,0,0.2,-1.8,0,0,0,0,0,0,0,0,0,0,0,1,0.1,-1.8,0.1,0,4,0.1,0.6,0.0,-0.5,-0.5,0.5,0.2037561124391598,0.24651244556368512,6.816613268512807
335,1,10,755,3,1,1,2,25.0,1429,1,1,0,0.1,,4,2,2,0,-1,1,0.0349999999999999,1,0.1,-1.8,7.26473017792987,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1,-0.9,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,0,4,0.1,0.6,1.0,-0.5,0.1,1.0,0.5894577582331408,0.23478873544575543,6.840690321592362
