x1_id,x2_session,x3_trial,x4_index_forests,x5_order_trials_in_forest_0x28not_days0x29,x6_continuous_energy_trial_start,x7_weather_type,x8_side_options_on_screen,x9_button_pressed,x10_RT,x11_choice,x12_continuous_energy_trial_end,x13_gain_magnitude,x14_p_foraging_gain,x15_not_used_set_to_NaN,x16_horizon_correct_maximum,x17_horizon_correct_adjusted,x18_win_magnitude_high_low,x19_wait_when_safe,x20_energy_change_in_trial,x21_optimal_policy_binary,x22_optimal_policy,x23_pseudo0x2Doptimal_horizon0x2D1_binary,x24_pseudo0x2Doptimal_horizon0x2D1,x25_expected_energy_wO_boundaries,x26_logRT,x27_indifferent_optimal,empty,empty1,empty2,empty3,empty4,empty5,empty6,empty7,empty8,x37_binary_energy,x38_foraging_outcome_win,x39_foraging_outcome_loss,x40_expected_energy_w_boundaries,x41_expected_energy_change,empty9,empty10,empty11,empty12,empty13,empty14,empty15,empty16,empty17,empty18,empty19,x53_fatal_foraging_possible,x54_oneIfNrg1_else_pGain,x55_oneIfNrg1_else_EVenergy,x56_rule0x26PGain3WWS,x57_weather_1_gain_magnitude,x58_weather_2_gain_magnitude,x59_weather_1_p_gain,x60_weather_2_p_gain
101,1,1,1209,1,3,1,1,97,1106,1,4,1,0.6,NaN,5,5,0,0,0,1,0.144,2,0,-0.2,7.00850518208228,0,0,0,0,0,0,0,0,0,0,0,4,1,2.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.2,0.6,1,4,0.6,0.6
101,1,2,1209,2,4,1,2,97,1111,0,3,1,0.6,NaN,5,4,0,0,1,2,0,2,0,-0.2,7.01301578963963,1,0,0,0,0,0,0,0,0,0,0,5,2,3.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.2,0.6,1,4,0.6,0.6
101,1,3,1209,3,3,1,2,98,1281,1,1,1,0.6,NaN,5,3,0,0,-1,1,0.24,2,0,-0.2,7.15539630189673,0,0,0,0,0,0,0,0,0,0,0,4,1,2.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.2,0.6,1,4,0.6,0.6
101,1,4,1209,4,1,1,2,98,1424,1,2,1,0.6,NaN,5,2,0,0,-2,1,0.6,1,0.6,-0.2,7.26122509197192,0,0,0,0,0,0,0,0,0,0,1,2,0,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0.6,0.6
101,1,5,1209,5,2,1,2,97,1394,0,1,1,0.6,NaN,5,1,0,1,1,0,-0.4,0,-0.4,-0.2,7.23993259132047,0,0,0,0,0,0,0,0,0,0,0,3,0,1.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,1,0.6,-0.2,0,1,4,0.6,0.6
101,1,6,336,1,2,1,2,97,1078,0,1,1,0.3,NaN,5,5,0,0,-1,0,-0.1388625,0,-0.7,-1.1,6.98286275146894,0,0,0,0,0,0,0,0,0,0,0,3,0,0.9,-1.1,0,0,0,0,0,0,0,0,0,0,0,1,0.3,-1.1,0.3,1,1,0.3,0.8
101,1,7,336,2,1,2,1,97,1186,1,2,1,0.8,NaN,5,4,0,0,-1,1,0.54,1,0.8,0.4,7.07834157955767,0,0,0,0,0,0,0,0,0,0,1,2,0,1.6,0.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.3,0.8
101,1,8,336,3,2,2,1,97,856,1,3,1,0.8,NaN,5,3,0,0,1,1,0.25,0,-0.2,0.4,6.75227037614174,0,0,0,0,0,0,0,0,0,0,0,3,0,2.4,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.4,0.8,1,1,0.3,0.8
101,1,9,336,4,3,2,2,97,1420,0,2,1,0.8,NaN,5,2,0,1,1,0,-0.09,2,0,0.4,7.25841215059531,0,0,0,0,0,0,0,0,0,0,0,4,1,3.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0,1,1,0.3,0.8
101,1,10,336,5,2,2,2,98,868,1,0,1,0.8,NaN,5,1,0,1,-1,0,-0.2,0,-0.2,0.4,6.76619171466035,0,0,0,0,0,0,0,0,0,0,0,3,0,2.4,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.4,0,1,1,0.3,0.8
101,1,11,1097,1,3,2,1,97,1219,1,1,1,0.8,NaN,5,5,0,0,-2,1,0.24896,2,0,0.4,7.10578612948127,0,0,0,0,0,0,0,0,0,0,0,4,1,3.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.8,0,1,0.4,0.8
101,1,12,1097,2,1,1,1,97,1661,1,1,0,0.4,NaN,5,4,0,0,-2,1,0.1536,1,0.4,-1.2,7.41517510961329,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,-0.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.4,0.8
101,1,13,1097,3,1,2,2,98,1099,1,2,1,0.8,NaN,5,3,0,0,0,1,0.56,1,0.8,0.4,7.00215595440362,0,0,0,0,0,0,0,0,0,0,1,2,0,1.6,0.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.4,0.8
