x1_id,x2_session,x3_trial,x4_index_forests,x5_order_trials_in_forest,x6_continuous_energy_trial_start,x7_weather_type,x8_side_options_on_screen,x9_button_pressed,x10_RT,x11_choice,x12_continuous_energy_trial_end,x13_index_forests,x14_current_gain_magnitude,xempty,xempty,x17_weather_1_gain_magnitude,x18_weather_2_gain_magnitude,x19_weather_1_p_gain,x20_weather_2_p_gain,x21_dono,x22_dono,x23_dono,x24_dono,x25_dono,x26_dono,x27_expected_energy_no_bounds,x28_expected_energy_w_boundaries,x29_dono,x30_dono,x31_dono
101.0,1.0,67.0,1103.0,2.0,5.0,2.0,2.0,98.0,1111.0,1.0,5.0,1103.0,3.0,0.0,0.0,1.0,3.0,0.4,0.8,2.0,6.0,0.2429199999999999,0.3375999999999999,0.14823999999999996,-0.7999999999999999,2.0000000000000004,0.6000000000000003,1.0,14.0,1103.0
101.0,1.0,68.0,1103.0,3.0,5.0,2.0,2.0,97.0,1264.0,0.0,4.0,1103.0,3.0,0.0,0.0,1.0,3.0,0.4,0.8,2.0,6.0,0.2429199999999999,0.3375999999999999,0.14823999999999996,-0.7999999999999999,2.0000000000000004,0.6000000000000003,1.0,14.0,1103.0
101.0,1.0,69.0,1103.0,4.0,4.0,1.0,1.0,98.0,1271.0,0.0,3.0,1103.0,3.0,0.0,0.0,1.0,3.0,0.4,0.8,2.0,6.0,0.2429199999999999,0.3375999999999999,0.14823999999999996,-0.7999999999999999,2.0000000000000004,0.6000000000000003,1.0,14.0,1103.0
101.0,1.0,70.0,1103.0,5.0,3.0,1.0,2.0,97.0,1814.0,0.0,2.0,1103.0,3.0,0.0,0.0,1.0,3.0,0.4,0.8,2.0,6.0,0.2429199999999999,0.3375999999999999,0.14823999999999996,-0.7999999999999999,2.0000000000000004,0.6000000000000003,1.0,14.0,1103.0
101.0,1.0,71.0,640.0,1.0,2.0,1.0,1.0,97.0,965.0,1.0,0.0,640.0,2.0,0.0,0.0,2.0,2.0,0.8,0.8,4.0,4.0,0.23199999999999993,0.23199999999999993,0.23199999999999993,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.0,15.0,640.0
101.0,1.0,72.0,640.0,2.0,0.0,0.0,0.0,98.0,621.0,0.0,0.0,640.0,2.0,0.0,0.0,2.0,2.0,0.8,0.8,4.0,4.0,0.23199999999999993,0.23199999999999993,0.23199999999999993,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.0,15.0,640.0
101.0,1.0,73.0,640.0,3.0,0.0,0.0,0.0,98.0,279.0,0.0,0.0,640.0,2.0,0.0,0.0,2.0,2.0,0.8,0.8,4.0,4.0,0.23199999999999993,0.23199999999999993,0.23199999999999993,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.0,15.0,640.0
101.0,1.0,74.0,640.0,4.0,0.0,0.0,0.0,,2012.0,0.0,0.0,640.0,2.0,0.0,0.0,2.0,2.0,0.8,0.8,4.0,4.0,0.23199999999999993,0.23199999999999993,0.23199999999999993,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.0,15.0,640.0
101.0,1.0,75.0,640.0,5.0,0.0,0.0,0.0,98.0,574.0,0.0,0.0,640.0,2.0,0.0,0.0,2.0,2.0,0.8,0.8,4.0,4.0,0.23199999999999993,0.23199999999999993,0.23199999999999993,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.0,15.0,640.0
101.0,1.0,76.0,1104.0,1.0,3.0,2.0,1.0,97.0,1190.0,1.0,5.0,1104.0,3.0,0.0,0.0,1.0,4.0,0.4,0.8,2.0,6.0,0.23947999999999997,0.3355999999999999,0.14335999999999996,-0.7999999999999999,2.8000000000000003,1.0000000000000002,1.0,16.0,1104.0
101.0,1.0,77.0,1104.0,2.0,5.0,2.0,1.0,97.0,1593.0,1.0,5.0,1104.0,3.0,0.0,0.0,1.0,4.0,0.4,0.8,2.0,6.0,0.23947999999999997,0.3355999999999999,0.14335999999999996,-0.7999999999999999,2.8000000000000003,1.0000000000000002,1.0,16.0,1104.0
101.0,1.0,78.0,1104.0,3.0,5.0,1.0,2.0,97.0,850.0,0.0,4.0,1104.0,3.0,0.0,0.0,1.0,4.0,0.4,0.8,2.0,6.0,0.23947999999999997,0.3355999999999999,0.14335999999999996,-0.7999999999999999,2.8000000000000003,1.0000000000000002,1.0,16.0,1104.0
101.0,1.0,79.0,1104.0,4.0,4.0,2.0,2.0,98.0,1341.0,1.0,5.0,1104.0,3.0,0.0,0.0,1.0,4.0,0.4,0.8,2.0,6.0,0.23947999999999997,0.3355999999999999,0.14335999999999996,-0.7999999999999999,2.8000000000000003,1.0000000000000002,1.0,16.0,1104.0
101.0,1.0,80.0,1104.0,5.0,5.0,1.0,1.0,98.0,1123.0,0.0,4.0,1104.0,3.0,0.0,0.0,1.0,4.0,0.4,0.8,2.0,6.0,0.23947999999999997,0.3355999999999999,0.14335999999999996,-0.7999999999999999,2.8000000000000003,1.0000000000000002,1.0,16.0,1104.0
101.0,1.0,81.0,753.0,1.0,3.0,1.0,1.0,98.0,1165.0,0.0,2.0,753.0,3.0,0.0,0.0,0.0,2.0,0.1,0.6,2.0,5.0,0.5487525,0.6425624999999999,0.45494249999999997,-1.8,0.3999999999999999,-0.7000000000000001,1.0,17.0,753.0
101.0,1.0,82.0,753.0,2.0,2.0,2.0,2.0,98.0,1573.0,1.0,0.0,753.0,3.0,0.0,0.0,0.0,2.0,0.1,0.6,2.0,5.0,0.5487525,0.6425624999999999,0.45494249999999997,-1.8,0.3999999999999999,-0.7000000000000001,1.0,17.0,753.0
101.0,1.0,83.0,753.0,3.0,0.0,0.0,0.0,98.0,939.0,0.0,0.0,753.0,3.0,0.0,0.0,0.0,2.0,0.1,0.6,2.0,5.0,0.5487525,0.6425624999999999,0.45494249999999997,-1.8,0.3999999999999999,-0.7000000000000001,1.0,17.0,753.0
